word
abiding
accelerating
accepting
accomplishing
achieving
acquiring
acting
activating
adapting
adding
addressing
administering
admiring
admitting
adopting
advising
affording
agreeing
alerting
alighting
allowing
altering
amusing
analyzing
announcing
annoying
answering
anticipating
apologizing
appearing
applauding
applying
appointing
appraising
appreciating 
approving
arbitrating
arguing
arranging 
arresting
arriving
ascertaining
asking
assembling
assessing
assisting
assuring
attaching
attacking
attaining
attempting
attending
attracting
auditing
avoiding
awakening
backing
baking
balancing 
banning
banging 
batting
bathing
battling
beaming
bearing
beating
begging
beginning
behaving
beholding
belonging
bending
betting
bidding
binding
biting
bleaching
bleeding
blessing 
blinding 
blinking 
blotting
blowing
blushing
boasting
boiling 
bolting 
bombing 
booking 
boring 
borrowing 
bouncing 
boxing 
braking
branching 
breaking
breathing 
breeding
bringing
broadcasting
bruising
brushing 
bubbling 
budgeting
building
bumping 
burning 
bursting
burying 
busting
buying
buzzing
calculating
calling
camping
caring
carrying
carving
casting
cataloging
catching
causing
challenging
changing
charging
charting
chasing
cheating
checking
cheering
chewing
choking
choosing
choping
claiming
clapping
clarifying
classifying
cleaning
clearing
clinging
clipping
closing
coaching
coiling
collecting
coloring
combing
coming
commanding
communicating
comparing
competing
compiling
complaining 
completing
composing
computing
conceiving
concentrating
conceptualizing
concerning
concluding
conducting
confessing
confronting
confusing
connecting
conserving
considering
consisting
consolidating
constructing
consulting
containing
continuing
contracting
controlling
converting
coordinating
copying
correcting
correlating
costing
coughing
counting
covering
cracking
crashing
crawling
creating
creeping
critiquing
crossing
crushing
crying
cumming
cumming
cumming
cumming
cumming
curing
curling
curving
cutting
cycling
damaging
dancing
daring
dealing
decaying
deceiving
deciding
decorating
defining
delaying 
delegating
delighting
delivering 
demonstrating
depending
describing
deserving
designing
destroying
detailing
detecting
determining
developing
devising
diagnosing
digging
directing
disagreing
disappearing
disapproving
disarming
discovering
disliking
dispensing
displaying
disproving
dissecting
distributing
diving
diverting
dividing
doing
doubling
doubting
drafting
dragging
draining
dramatizing
drawing
dreaming
dressing
drinking
dripping
driving
dropping
drowning
drumming
drying
dusting
dwelling
earning
eating
editing
educating
eliminating
embarrassing
employing
emptying
enacting
encouraging
ending
enduring
enforcing
engineering
enhancing
enjoying
enlisting
ensuring
entering
entertaining
escaping
establishing
estimating
evaluating
examining
exceeding
excusing
executing
exercising
exhibiting
existing
expanding
expecting
expediting
experimenting
explaining
exploding
expressing
extending
extracting
facing
facilitating
fading
failing 
fastening 
faxing 
fearing 
feeding
feeling
fencing
fetching
fighting
filing
filling 
filming 
finalizing
financing
finding
firing
fitting
fixing
flapping
flashing
fleeing
flinging
floating
flooding
flowing
flowering
flying
folding
following
fooling
forcing
forecasting 
forgetting
forgiving
forming
formulating
forsaking
framing
freezing
frightening
frying
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
fucking
gathering
gazing
generating
geting
giving
glowing
governv
grabbing
graduating
grating
greasing
greeting
grinning
grinding
gripping
groaning
growing
guarding
guessing
guiding
hammering
handing
handling
handwriting
hanging
happening
harassing
harming
hating
haunting
heading
healing
hearing
heating
helping
hiding
hitting
holding
hooking
hopping
hoping
hovering
hugging 
humming
hunting
hurrying
hurting
hypothesizing
identifying
ignoring
illustrating
imagining
implementing
impressing
improving
improvising
including
increasing
inducing
influencing
informing
initiating
injecting
injuring
inspecting
inspiring
installing
instituting
instructing
insuring
integrating
intending
interesting
interfering
interlaying
interpretting
interrupting
interviewing
introducing
inventing
investigating
inviting
irritating
itching
jailing
jamming
jogging
joining
joking
judging
juggling
jumping
justifing
keeping
kicking
killing
killing
killing
killing
killing
killing
kissing
kissing
kissing
kissing
kissing
kissing
kneeling
knitting
knocking
knotting
knowing
labelling
landing
lasting
laughing
launching
laying
leading
leaning
leaping
learning
leaving
lecturing
lending
letting
levelling 
licensing 
licking 
lying
lifting
lighting
lightening 
liking 
listing 
listening 
living
loading 
locating
locking 
logging
longing
looking 
losing
loving
maintaining
making
managing 
manipulating
manufacturing
mapping
marching
marking
marketing
marrying
matching
mating
mattering
meaning
measuring 
meddling
mediating
meeting
melting
melting
memorizing
mending
mentoring
milking
mining
misleading
missing
misspelling
mistaking
misunderstanding
mixing
moaning
moaning
moaning
moaning
moaning
moaning
moaning
moaning
modelling
modifying
monitoring
mooring 
motivating
mourning
moving
mowing
muddling
mugging
multiplying
murdering
nailing
naming
navigating
needing
negotiating
nesting
nodding
nominating
normalizing
noting
noticing
numbering
obeying
objecting
observing
obtaining
occurring
offending
offering
officiating
opeing
operating
ordering
organizing
orienting
originating
overthrowing
owing
owning
packing
paddling
painting
parking
parting
participating
passing
pasting
patting
pausing
paying
pecking
pedalling
peeling
peeping
perceiving
perfecting
performing
permitting
persuading
phoning
photographing
picking
piloting
pinching
pining
pinpointing
pioneering
placing
planning
planting
playing
pleading
pleasing
plugging
pointing
poking
polishing
popping
possessing
posting
pouring
practicing
praising
praying
preaching
preceding
predicting
preparing
prescribing
presenting
preserving
presiding
pressing
pretending
preventing
pricking
printing
processing
procuring
producing
profesing
programming
programming
programming
programming
progressing
projecting
promising
promoting
proofreading
proposing
protecting
proving
providing
publicizing
pulling
pumping
punching
puncturing
punishing
purchasing
pushing
putting
qualifying
questioning
quitting
racing
radiating
raining
raising
ranking
rating
reaching
reading
realigning
realizing
reasoning
receiving
recognizing
recommending
reconciling
recording
recruiting
reducing
referring
reflecting
refusing
regretting
regulating
rehabilitating
reigning
reinforcing
rejecting
rejoicing
relating
relaxing
releasing
relying
remaining
remembering
reminding
removing
rendering
reorganizing
repairing
repeating
replacing
replying
reporting
representing
reproducing
requesting
rescuing
researching
resolving
responding
restoring
restructuring
retiring
retrieving
returning
reviewing
revising
rhyming
riding
riding
ringing
rinsing
rising
risking
robbing
rocking
rolling
rotting
rubbing
ruining
ruling
running
rushing
sacking
sailing
satisfying
saving
saying
seeing
scaring
scattering
scheduling
scolding
scorching
scraping
scratching
screaming
screwing
screwing
screwing
screwing
screwing
screwing
screwing
screwing
scribbling
scrubbing 
sealing
searching
securing
seeing
seeking
selecting
selling
sending
sensing
separating
serving
servicing
setting
shading
shaking
shaping
sharing
shaving
shearing
shedding
sheltering
shivering
shocking
shooting
shopping 
showing
shrinking
shruging
shutting
sighing
signing
signaling
simplifying
sinning
sinning
sinning
sinning
sinning
sinning
sinning
sinning
singing
sinking
sipping 
sitting
sketching
skiing
skipping 
slapping 
slaying
sleeping
sliding
slinging
slinking
slipping 
slowing
smashing 
smashing 
smashing 
smashing 
smashing 
smashing 
smashing 
smashing 
smashing 
smashing 
smelling
smiling
smiting
smoking
snatching
sneaking
sneezing
sniffing
snoring
snowing
soaking
solving
soothing
soothsaying
sorting
sounding
sparing
sparking
sparkling
speaking
specifying
speeding
spelling
spending
spilling
spinning
spitting
splitting
spoiling
spotting
spraying
spreading
springing
sprouting
squashing
squeaking
squealing
squeezing
staining
stamping
standing
stareing
starting
staying
stealing
steering
stepping
sticking
stimulating
stinging
stinking
stirring
stitching
stopping
storing
strapping
streamlining
strengthening
stretching
striding
striking
stringing
stripping
striving
stroking
structuring
studying
stuffing
subtracting
succeeding
sucking
sucking
sucking
sucking
sucking
sucking
sucking
sucking
sucking
sucking
sucking
suffering
suggesting
suiting
summarizing
supervising
supplying
supporting
supposing
surprising
surrounding
suspecting
suspending
swearing
sweating
sweeping
swelling
swimming
swinging
switching
symbolizing
synthesizing
systemizing
tabulating
taking
talking
taming
tapping
targeting
tasting
teaching
tearing
teasing
teasing
teasing
teasing
teasing
telephoning
telling
tempting
terrifying
testing
thanking
thawing
thinking
thriving
throwing
thrusting
thrusting
thrusting
thrusting
thrusting
ticking
tickling
tying
timing
tipping
tiring
touching
touching
touching
touching
touching
touring
towing
tracing
trading
training
transcribing
transferring
transforming
translating
transporting
trapping
travelling
treading
treating
trembling
tricking
tripping
trotting
troubling
troubleshooting
trusting
trying
tugging
tumbling
turning
tutoring
twisting
typing
undergoing
understanding
undertaking
undressing
undressing
undressing
undressing
undressing
unfastening
unifying
uniting
unlocking
unpacking
untidying
updating
upgrading
upholding
upsetting
using
utilizing
vanishing
verbalizing
verifying
vexing
visiting
wailing
waiting
waking
walking
wandering
wanting
warming
warning
washing
wasting
watching
watering
waving
wearing
weaving
wedding
weeping
weighing
welcoming
wetting
whining
whipping
whirling
whispering
whistling
winning
winding
winking
wiping
wishing
withdrawing
withholding
withstanding
wobbling
wondering
working
worrying
wrapping
wrecking
wrestling
wriggling
wringing
writing
yawning
yelling
zipping
zooming
