messageID,liked
174497,t
176399,t
178544,f
178556,f
178559,t
196199,t
196202,f
218904,t
219672,t
219691,t
219901,f
219902,f
219903,f
219904,f
221007,t
238970,t
239313,t
239450,f
239847,t
240005,t
240115,t
