messageID,liked
68240,t
69287,t
69496,t
69739,t
70942,t
71154,t
71957,t
73984,t
74596,t
74914,t
75565,t
75845,f
75883,t
75891,t
75962,f
78445,t
80229,t
80740,t
81105,t
81123,t
81385,t
82470,t
82483,t
85413,f
85422,f
88007,t
89588,f
90261,f
97728,t
97851,t
98669,f
98737,t
98768,t
99239,t
99556,f
100040,t
100122,t
100513,f
103299,t
104065,t
104234,t
104985,t
120122,t
129040,t
162495,t
173948,t
